,index,No._x,Ticker,Company,Sector,Industry,Country,Market Cap_x,P/E_x,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price_y,Change_y,Volume_y,P/E_y,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume_x,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume_y,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
41,1,42,ABSI,Absci Corporation,Healthcare,Biotechnology,USA,869.30M,-,10.03,-6.78%,140371,42,869.30M,-,-,-,16.60%,3.80,3.80,-,-,-,-,-,Sep 07/b,10.03,-6.78%,140371,-,-,-,159.94,-,8.74,-,-107.20%,48.20%,-,15.60%,-,86.67M,76.78M,8.40%,224.33%,22.08%,-,2.52%,4.77,406.29K,-19.24%,-29.86%,-,-,-,-53.54%,14.95%,10.86%,2.60,406.29K,0.35,-,1.38,-15.92%,-44.99%,-46.30%,-68.19%,-1.43%,33.87,-7.22%,0.46%
42,2,43,ABST,Absolute Software Corporation,Technology,Software - Application,Canada,683.20M,119.89,11.03,-1.52%,106446,43,683.20M,2.45%,1.90%,39.70%,13.10%,1.40,1.40,0.34,0.45,86.90%,4.80%,3.10%,Aug 10/a,11.03,-1.52%,106446,119.89,91.92,-,4.46,15.76,3.84,16.83,-68.50%,-42.90%,-20.80%,-,6.30%,47.64M,37.59M,0.42%,0.00%,81.36%,-,0.53%,2.12,93.38K,-1.25%,-6.13%,-22.05%,-20.25%,-11.05%,-7.39%,3.70%,3.10%,2.00,93.38K,1.14,0.77,0.36,-2.47%,-7.71%,-18.33%,-47.97%,17.84%,41.37,-2.39%,0.89%
43,3,44,ABT,Abbott Laboratories,Healthcare,Medical Devices,USA,211.53B,33.13,118.39,0.41%,7153719,44,211.53B,1.52%,8.90%,19.40%,9.70%,1.80,1.40,0.52,0.55,55.80%,18.60%,15.80%,Oct 20/b,118.39,0.41%,7153719,33.13,25.40,2.64,5.26,6.23,23.65,36.72,24.50%,5.12%,7.80%,12.53%,11.10%,1.78B,1.76B,0.70%,-2.61%,75.30%,-0.69%,0.63%,2.43,4.55M,1.01%,-7.49%,-0.35%,-2.19%,9.07%,8.13%,1.57%,1.65%,1.90,4.55M,1.57,0.67,2.06,-3.29%,-4.33%,-0.41%,-8.72%,14.80%,38.33,0.25%,0.15%
44,4,45,ABTX,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,768.89M,10.93,39.05,0.13%,18711,45,768.89M,1.23%,1.20%,9.50%,18.80%,-,-,0.31,0.31,-,87.80%,29.30%,Jul 29/b,39.05,0.13%,18711,10.93,13.19,-,3.08,1.00,1.07,11.53,-10.30%,-2.63%,9.20%,-,22.20%,20.20M,18.87M,1.60%,0.00%,51.80%,0.28%,1.28%,4.51,53.56K,-0.28%,10.84%,3.75%,-4.24%,50.37%,14.42%,2.11%,3.24%,3.00,53.56K,0.35,1.06,1.11,5.45%,5.54%,2.17%,-9.90%,58.64%,61.56,0.31%,-0.18%
45,5,46,ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,391.60M,-,3.94,-3.90%,2927687,46,391.60M,-,-61.30%,177.30%,122.00%,9.40,9.40,-,-,-,-,-,Aug 05/b,3.94,-3.90%,2927687,-,-,-,46.62,-,4.99,-,65.40%,12.20%,6.20%,-,-21.60%,96.87M,80.17M,19.15%,0.00%,31.80%,11.41%,4.61%,1.63,2.27M,-7.94%,1.81%,36.81%,26.69%,25.48%,10.99%,8.01%,6.32%,2.40,2.27M,1.29,2.68,0.26,-8.60%,9.21%,14.06%,-32.88%,62.14%,46.46,-4.60%,0.73%
46,6,47,ABVC,"ABVC BioPharma, Inc.",Healthcare,Biotechnology,USA,53.76M,-,2.16,0.47%,61269,47,53.76M,-,-104.20%,-566.60%,-114.20%,0.80,0.80,1.93,3.21,97.40%,-,-,-,2.16,0.47%,61269,-,-,-,107.52,36.00,59.74,-,-138.60%,-,13.40%,-,-,24.42M,1.81M,92.60%,0.00%,27.50%,-,11.27%,0.13,1.56M,-4.85%,-36.47%,-56.36%,-50.91%,-46.00%,-57.65%,4.60%,10.31%,-,1.56M,0.04,-,0.29,-15.29%,-25.13%,-50.63%,-92.79%,10.77%,38.92,-0.46%,0.93%
47,7,48,AC,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,901.60M,8.44,40.00,5.85%,23200,48,901.60M,0.50%,9.00%,11.70%,-2.40%,-,-,0.00,0.02,-,-,-,-,40.00,5.85%,23200,8.44,-,-,47.96,0.95,3.35,-,-52.30%,-,187.70%,-,-3.60%,22.12M,3.63M,0.50%,-1.74%,72.00%,-0.33%,0.69%,2.48,10.01K,9.05%,8.55%,1.06%,16.14%,17.27%,13.90%,5.65%,3.34%,-,10.01K,2.32,1.28,1.42,9.01%,8.67%,10.04%,-2.27%,32.41%,66.28,5.24%,0.58%
48,8,49,ACA,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.45B,32.24,51.81,-0.12%,109208,49,2.45B,0.39%,2.80%,4.10%,5.60%,2.20,1.30,0.34,0.34,18.90%,5.90%,4.10%,Aug 04/a,51.81,-0.12%,109208,32.24,21.27,7.86,1.28,1.30,24.40,24.25,-5.90%,33.11%,-4.70%,4.10%,-2.00%,48.10M,47.95M,1.60%,-5.12%,-,10.15%,2.88%,5.33,259.07K,0.78%,5.89%,-8.07%,-18.09%,10.89%,-5.68%,2.83%,2.86%,1.70,259.07K,0.42,-,1.44,3.45%,2.14%,-10.65%,-24.32%,15.50%,55.44,-0.17%,0.06%
49,9,50,ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,2.58B,-,16.93,-0.76%,534061,50,2.58B,-,-34.20%,-43.10%,-45.80%,6.80,6.70,0.00,0.00,95.70%,-56.90%,-56.50%,Aug 04/a,16.93,-0.76%,534061,-,-,-,5.58,4.81,4.64,-,-12.00%,24.00%,-1.80%,25.00%,491.50%,160.42M,160.07M,0.20%,-4.43%,94.40%,1.06%,4.38%,5.41,1.30M,-3.15%,2.92%,-28.69%,-17.13%,-60.79%,-68.33%,3.58%,3.94%,2.60,1.30M,0.41,0.66,0.63,0.98%,-3.47%,-41.68%,-70.54%,7.98%,47.80,-1.34%,0.59%
50,10,51,ACAHU,Atlantic Coastal Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.90,-0.11%,57853,51,-,-,-,-,-,-,-,-,-,-,-,-,-,9.90,-0.11%,57853,-,-,-,-,85.34,-,-,-,-,-,-,-,-,33.03M,-,-,48.56%,-,0.01%,0.21,15.86K,-0.10%,-0.40%,-0.90%,-0.80%,-,-0.50%,0.10%,0.14%,-,15.86K,3.65,-,0.02,-0.14%,-0.29%,-0.38%,-1.88%,1.02%,45.92,-0.10%,-0.01%
51,11,52,ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.77B,-,7.21,-2.30%,3906464,52,1.77B,-,-25.20%,-32.40%,-27.40%,5.70,4.50,0.18,0.20,-53.30%,-,-,Sep 27/a,7.21,-2.30%,3906464,-,-,-,7.21,0.70,4.16,-,87.70%,33.90%,-50.40%,-,179.40%,197.84M,197.35M,0.03%,0.00%,20.11%,-,19.42%,7.83,4.89M,1.84%,4.34%,-13.45%,-10.88%,41.37%,-13.24%,4.41%,5.14%,3.60,4.89M,0.80,3.22,0.35,8.45%,4.55%,-18.98%,-62.01%,94.34%,57.57,-2.17%,-0.14%
52,12,53,ACBAU,Ace Global Business Acquisition Limited,Financial,Shell Companies,Hong Kong,-,-,10.41,-5.79%,1,53,-,-,-,-,-,-,-,-,-,-,-,-,-,10.41,-5.79%,1,-,-,-,-,12.60,-,-,-,-,-,-,-,-,2.01M,5.27%,-,23.97%,-,0.00%,0.00,0.79K,9.01%,0.00%,-,-,-,3.38%,0.00%,0.41%,-,0.79K,0.00,-,0.34,-1.38%,0.53%,0.81%,-10.03%,9.01%,48.92,0.00%,-5.79%
53,13,54,ACBI,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,542.03M,13.09,27.57,-0.07%,47100,54,542.03M,-,1.20%,12.70%,19.70%,-,-,0.21,0.21,-,96.90%,42.80%,Jul 23/b,27.57,-0.07%,47100,13.09,14.08,0.73,5.30,1.59,0.83,4.69,-12.30%,-8.25%,70.00%,18.00%,15.10%,20.33M,19.50M,1.80%,-1.39%,86.70%,-0.16%,2.53%,3.32,148.38K,0.80%,16.87%,11.94%,12.85%,108.08%,73.18%,2.47%,2.89%,2.20,148.38K,0.32,0.85,0.74,10.61%,11.90%,16.80%,-4.70%,122.88%,71.69,0.47%,-0.54%
54,14,55,ACC,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,6.85B,770.92,50.11,-0.73%,436758,55,6.85B,3.75%,0.10%,0.30%,2.70%,-,-,1.23,1.23,50.10%,14.30%,1.10%,Oct 25/a,50.11,-0.73%,436758,770.92,73.91,43.75,7.81,2.28,226.04,195.13,-15.20%,298.82%,-12.80%,17.62%,2.90%,138.05M,137.98M,0.30%,-8.59%,94.70%,-2.22%,2.20%,4.24,717.67K,1.62%,-1.26%,0.72%,15.20%,34.20%,17.16%,2.11%,2.09%,2.10,717.67K,0.61,0.94,1.08,0.68%,0.67%,8.49%,-3.80%,40.68%,51.07,-0.48%,-0.26%
55,15,56,ACCD,"Accolade, Inc.",Healthcare,Health Information Services,USA,2.50B,-,38.23,-4.26%,1642525,56,2.50B,-,-16.30%,-24.30%,-12.00%,2.70,2.70,0.64,0.64,44.70%,-42.40%,-44.00%,Oct 07/a,38.23,-4.26%,1642525,-,-,-,12.86,5.10,5.86,-,-57.80%,22.30%,-,-0.90%,-,58.26M,56.05M,1.10%,0.00%,68.90%,6.90%,5.62%,6.40,492.12K,-10.45%,-19.99%,-29.46%,-19.28%,-7.16%,-12.11%,5.81%,4.33%,1.40,492.12K,3.34,-,1.92,-11.87%,-15.10%,-19.94%,-41.41%,16.31%,30.45,0.55%,-4.78%
56,16,57,ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,808.23M,11.11,8.81,-1.67%,182004,57,808.23M,2.95%,2.60%,10.40%,5.10%,1.70,1.00,1.53,1.58,30.00%,6.80%,4.20%,Jul 28/a,8.81,-1.67%,182004,11.11,5.43,1.11,0.44,1.08,10.38,8.86,-39.00%,16.34%,-3.70%,10.00%,1.80%,95.50M,92.57M,3.16%,0.00%,90.40%,-0.92%,3.20%,8.52,347.78K,-1.56%,-3.19%,5.13%,4.76%,36.80%,4.26%,2.73%,2.92%,1.60,347.78K,0.52,2.18,0.26,-0.89%,-2.50%,0.52%,-9.83%,69.42%,47.25,-1.78%,0.11%
57,17,58,ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,1.12B,47.34,12.64,0.08%,91379,58,1.12B,-,4.20%,17.00%,-1.70%,3.40,3.40,2.15,2.27,32.90%,5.60%,4.30%,Aug 04/a,12.64,0.08%,91379,47.34,15.45,2.18,2.01,7.80,-,31.98,38.40%,11.44%,-,21.74%,-,93.62M,59.42M,5.80%,-5.76%,65.40%,-1.46%,3.42%,12.52,162.32K,-1.48%,10.39%,14.18%,10.88%,17.36%,25.15%,2.83%,3.35%,2.40,162.32K,0.56,1.23,0.41,5.85%,8.87%,9.68%,-8.07%,43.31%,61.33,0.56%,-0.48%
58,18,59,ACER,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,36.75M,-,2.57,-2.28%,265443,59,36.75M,-,-59.10%,-183.20%,-,1.00,1.00,0.00,0.00,-,-,-,-,2.57,-2.28%,265443,-,8.86,-,9.19,4.76,1.66,-,29.40%,-27.30%,37.30%,-,-,14.31M,12.12M,15.34%,0.00%,29.70%,-2.10%,1.43%,0.40,434.04K,0.39%,-4.46%,0.00%,-12.88%,-13.18%,-1.91%,7.65%,4.61%,2.50,434.04K,0.61,1.46,0.14,0.01%,0.61%,-11.75%,-52.32%,12.72%,49.37,-1.53%,-0.76%
59,19,60,ACES,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,65.72,-0.24%,331898,60,-,0.53%,-,-,-,-,-,-,-,-,-,-,-,65.72,-0.24%,331898,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.98K,-1.19%,-5.44%,-10.90%,-12.16%,9.30%,-18.00%,2.21%,2.12%,-,73.98K,4.49,-,1.51,-2.23%,-4.89%,-13.24%,-35.39%,21.10%,42.91,-0.87%,0.64%
60,0,61,ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,226.26M,-,7.37,-3.03%,47391,61,226.26M,-,-26.20%,-32.30%,-33.10%,10.30,10.30,0.00,0.00,-,-,-,-,7.37,-3.03%,47391,-,-,-,24.33,1.03,1.08,-,70.30%,-10.50%,-,29.10%,-,31.82M,28.05M,11.92%,-2.77%,66.90%,4.42%,1.47%,4.29,96.17K,-9.35%,-5.87%,-18.11%,-42.60%,-41.69%,-47.54%,7.48%,6.56%,1.40,96.17K,0.49,2.40,0.49,-1.90%,-1.27%,-36.22%,-58.60%,17.92%,45.94,-2.90%,-0.13%
61,1,62,ACEV,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,285.49M,-,9.93,0.10%,254865,62,285.49M,-,-9.40%,-11.00%,-,0.10,0.10,0.00,0.00,-,-,-,-,9.93,0.10%,254865,-,-,-,-,1.55,-,-,-,-,-,-,-,28.75M,17.25M,25.00%,0.00%,41.90%,-1.10%,2.92%,1.66,303.29K,0.20%,0.40%,0.71%,-0.10%,1.02%,-2.84%,0.43%,0.36%,-,303.29K,0.84,-,0.03,0.17%,0.46%,-3.37%,-26.44%,3.44%,59.77,-0.10%,0.20%
62,2,63,ACEVU,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.20,-0.71%,418,63,-,-,-,-,-,-,-,-,-,-,-,-,-,10.20,-0.71%,418,-,-,-,-,58.62,-,-,-,-,-,-,-,-,23.00M,-,-,1.18%,-,0.00%,0.04,1.86K,0.59%,0.59%,-6.85%,-26.96%,1.90%,-6.34%,0.12%,0.09%,-,1.86K,0.22,-,0.04,0.13%,-1.19%,-7.61%,-32.00%,2.82%,47.82,0.00%,-0.71%
63,3,64,ACGL,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,16.22B,8.23,40.95,0.59%,1104427,64,16.22B,-,4.60%,16.60%,10.10%,-,-,0.24,0.24,-,24.00%,22.30%,Oct 27/a,40.95,0.59%,1104427,8.23,10.09,0.17,1.78,1.28,13.14,5.18,-14.20%,29.74%,19.50%,49.06%,16.30%,397.74M,384.74M,1.40%,-2.24%,-,-0.98%,1.37%,2.83,1.87M,7.26%,3.62%,6.70%,2.38%,30.00%,13.53%,2.70%,2.05%,-,1.87M,0.59,0.89,0.86,4.72%,2.21%,7.15%,-3.74%,43.43%,62.75,0.37%,0.22%
64,4,65,ACGLN,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,-,5.16,25.67,0.35%,36492,65,-,-,-,-,-,-,-,-,-,-,-,-,-,25.67,0.35%,36492,5.16,-,-,-,0.80,-,-,-,-,-,-,-,-,348.74M,-,-,-,-,0.00%,0.11,71.81K,-1.53%,-1.76%,-0.54%,-,-,2.68%,1.11%,1.09%,-,71.81K,0.51,-,0.29,-1.91%,-1.75%,-0.91%,-4.07%,2.76%,39.65,-0.23%,0.59%
65,5,66,ACH,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,18.04B,22.26,18.01,-4.00%,181818,66,18.04B,-,1.80%,6.40%,3.70%,0.90,0.50,0.97,1.52,9.70%,5.00%,1.60%,-,18.01,-4.00%,181818,22.26,-,-,0.52,1.37,10.31,7.45,-24.30%,-,25.50%,-,8.50%,680.91M,429.49M,-,-,1.70%,0.34%,0.10%,2.66,165.98K,-3.28%,-19.63%,19.19%,62.55%,223.34%,107.49%,2.28%,2.70%,-,165.98K,1.10,1.92,0.96,-9.72%,1.91%,33.09%,-24.64%,244.36%,45.35,-0.33%,-3.68%
66,6,67,ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,5.09B,31.90,58.12,-3.36%,380052,67,5.09B,-,-,-,5.30%,1.40,1.30,0.61,0.63,-,-,-,Aug 02/a,58.12,-3.36%,380052,31.90,19.72,4.90,2.29,2.19,27.42,-,169.00%,13.21%,-0.60%,6.52%,3.10%,88.84M,88.67M,0.70%,-8.92%,-,-0.74%,3.64%,7.73,417.55K,-11.25%,-11.54%,-8.11%,-2.20%,80.95%,15.64%,4.19%,3.66%,2.10,417.55K,0.91,1.54,2.17,-7.99%,-8.60%,-2.71%,-15.34%,107.87%,32.64,-3.36%,0.00%
67,7,68,ACHL,Achilles Therapeutics plc,Healthcare,Biotechnology,United Kingdom,322.36M,-,7.94,-0.63%,207630,68,322.36M,-,-21.40%,-25.00%,-,11.50,11.50,0.00,0.00,-,-,-,Aug 10/b,7.94,-0.63%,207630,-,-,-,-,1.80,2.02,-,-137.30%,45.10%,-,3.20%,-,40.62M,39.85M,-,-,50.90%,18.50%,1.49%,2.77,214.13K,1.93%,28.69%,10.58%,-39.16%,-,-52.02%,12.16%,11.26%,1.80,214.13K,0.97,-,0.74,19.24%,22.43%,-20.64%,-58.09%,45.69%,64.45,-1.00%,0.38%
68,8,69,ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,USA,2.04B,-,8.00,-0.99%,1445198,69,2.04B,-,-,-,-,0.10,0.10,0.00,0.00,-,-,-,-,8.00,-0.99%,1445198,-,-,-,-,1.10,6791.47,-,-,-,-,-,-,62.50M,26.16M,25.70%,-,19.80%,9.57%,34.75%,9.59,947.68K,-4.65%,-18.20%,-19.27%,-20.63%,-,-20.48%,3.69%,5.61%,-,947.68K,1.52,-,0.38,-10.90%,-16.34%,-22.25%,-56.99%,3.09%,32.27,-1.60%,0.62%
69,9,70,ACHV,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,79.71M,-,8.39,1.08%,33812,70,79.71M,-,-75.60%,-83.00%,-,9.10,9.10,0.00,0.00,-,-,-,-,8.39,1.08%,33812,-,-,-,-,1.52,1.90,-,86.40%,29.40%,-,15.00%,-,9.45M,9.38M,0.10%,171.43%,27.50%,56.39%,5.29%,3.39,146.35K,-0.71%,5.53%,6.07%,-24.28%,-14.99%,3.58%,7.18%,6.65%,1.70,146.35K,0.23,1.33,0.56,-0.89%,6.23%,-12.81%,-47.89%,26.55%,50.26,0.96%,0.12%
70,10,71,ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,13.21B,22.17,27.07,-3.32%,1480718,71,13.21B,1.48%,2.70%,48.10%,13.00%,1.10,0.50,4.80,4.92,29.10%,1.80%,1.00%,Jul 29/b,27.07,-3.32%,1480718,22.17,11.47,-,0.19,7.42,6.08,12.75,-11.70%,6.35%,23.00%,-10.57%,3.50%,465.10M,237.47M,0.30%,0.34%,59.50%,2.52%,5.16%,8.84,1.39M,-9.07%,-15.85%,35.49%,40.11%,93.08%,53.98%,4.77%,4.23%,2.30,1.39M,1.07,-,1.39,-10.66%,-6.54%,27.74%,-20.59%,95.45%,36.15,-1.64%,-1.71%
71,11,72,ACII,Atlas Crest Investment Corp. II,Financial,Shell Companies,USA,420.91M,-,9.80,0.00%,293293,72,420.91M,-,-,-,-,6.50,6.50,0.00,0.00,-,-,-,-,9.80,0.00%,293293,-,-,-,-,1.28,841.82,-,-,-,-,-,-,43.12M,25.88M,-,-,60.10%,119.61%,0.07%,0.42,45.36K,0.00%,1.03%,0.72%,-2.00%,-,-2.00%,0.43%,0.45%,-,45.36K,6.47,-,0.05,0.59%,0.89%,0.18%,-5.50%,3.59%,59.14,-0.10%,0.10%
72,12,73,ACIO,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,30.41,-0.07%,12969,73,-,0.76%,-,-,-,-,-,-,-,-,-,-,-,30.41,-0.07%,12969,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.76K,1.03%,-1.68%,-1.23%,4.14%,12.80%,9.31%,0.91%,0.82%,-,56.76K,0.23,-,0.29,0.03%,-0.96%,3.55%,-3.01%,17.12%,49.01,-0.07%,0.00%
73,13,74,ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,464.46M,-,6.45,-0.62%,205643,74,464.46M,-,-31.80%,-35.20%,-28.10%,17.10,17.10,0.01,0.01,-,-,-,-,6.45,-0.62%,205643,-,74.14,-,211.12,2.31,2.17,-,-234.80%,121.40%,-33.80%,-,-17.00%,72.72M,27.67M,60.54%,0.00%,26.50%,-0.08%,4.10%,0.58,1.94M,-4.73%,-10.66%,-21.72%,-2.57%,28.23%,24.76%,4.13%,4.15%,1.30,1.94M,0.11,0.85,0.41,-5.17%,-6.51%,-7.81%,-48.85%,45.93%,41.15,-0.92%,0.31%
74,14,75,ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.46B,41.02,30.15,-2.17%,496354,75,3.46B,-,2.70%,7.40%,5.00%,1.30,1.30,0.91,0.94,51.40%,11.80%,6.80%,Aug 05/b,30.15,-2.17%,496354,41.02,23.83,3.42,2.68,3.01,23.67,11.39,8.80%,14.69%,-3.10%,12.00%,4.40%,117.72M,116.15M,0.70%,-15.45%,99.40%,-0.00%,2.22%,4.18,617.32K,-4.16%,-7.34%,-18.62%,-25.35%,0.47%,-21.55%,2.49%,2.85%,1.50,617.32K,0.80,1.12,0.86,-3.52%,-5.34%,-18.66%,-30.25%,5.53%,38.40,-2.36%,0.19%
75,15,76,ACKIT,Ackrell SPAC Partners I Co.,Financial,Shell Companies,USA,-,-,10.03,0.00%,1050,76,-,-,-,-,-,-,-,-,-,-,-,-,-,10.03,0.00%,1050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.94%,-,-,3.12,9.62K,-0.05%,0.60%,0.40%,1.01%,-,-1.67%,0.06%,0.09%,-,9.62K,0.11,-,0.01,0.12%,0.49%,0.44%,-3.93%,1.93%,57.30,0.00%,0.00%
76,16,77,ACKIU,Ackrell SPAC Partners I Co.,Financial,Shell Companies,USA,266.70M,-,10.23,-0.75%,324,77,266.70M,-,-0.30%,-0.30%,-,1.30,1.30,0.00,0.00,-,-,-,-,10.23,-0.75%,324,-,-,-,-,1.34,888.99,-,-,-,-,-,-,18.17M,-,3.29%,0.00%,18.70%,-20.77%,-,0.00,4.89K,0.10%,0.39%,0.09%,0.00%,-,-0.58%,0.23%,0.30%,-,4.89K,0.07,-,0.05,-0.04%,-0.06%,-0.59%,-7.00%,1.49%,49.22,0.00%,-0.75%
77,17,78,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.56B,26.66,47.18,-0.59%,162441,78,1.56B,-,9.70%,12.60%,9.80%,4.80,3.00,0.09,0.10,43.20%,14.10%,11.90%,Aug 04/a,47.18,-0.59%,162441,26.66,15.59,1.33,3.04,3.22,7.09,29.91,190.80%,22.85%,24.70%,20.00%,9.50%,33.68M,32.94M,2.90%,-5.16%,88.00%,-0.66%,3.70%,5.56,218.91K,-1.32%,-3.44%,23.22%,9.14%,100.85%,62.02%,3.17%,3.06%,1.80,218.91K,0.74,1.46,1.64,-1.94%,2.04%,16.43%,-10.64%,117.52%,49.40,-0.92%,0.34%
78,18,79,ACM,AECOM,Industrials,Engineering & Construction,USA,8.79B,48.40,63.93,-0.45%,600218,79,8.79B,-,-1.20%,-5.20%,6.30%,1.10,1.10,0.80,0.82,5.70%,3.90%,-1.10%,Aug 09/a,63.93,-0.45%,600218,48.40,19.43,2.08,0.65,3.45,-,9.86,-19.60%,17.08%,24.90%,23.25%,-5.90%,146.11M,142.29M,0.10%,-17.80%,88.20%,-3.46%,1.39%,2.73,723.55K,-3.34%,-3.03%,1.03%,-3.95%,38.74%,28.43%,2.63%,2.70%,1.60,723.55K,0.83,1.55,1.70,-1.31%,-0.70%,3.71%,-8.72%,51.06%,47.42,-0.45%,0.00%
79,19,80,ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.25B,83.34,113.18,-1.30%,193959,80,2.25B,-,8.20%,20.20%,12.80%,2.00,1.20,0.12,0.27,41.80%,10.90%,15.30%,Aug 05/a,113.18,-1.30%,193959,83.34,57.31,4.17,11.77,13.46,22.12,-,-10.20%,51.11%,34.30%,20.00%,38.10%,19.12M,13.19M,0.70%,-73.39%,48.70%,2.17%,13.56%,4.45,401.80K,5.29%,6.59%,22.89%,39.01%,59.88%,39.30%,5.89%,5.58%,2.00,401.80K,0.48,0.62,6.24,7.28%,17.64%,24.49%,-21.84%,86.03%,60.19,-1.59%,0.30%
80,0,81,ACN,Accenture plc,Technology,Information Technology Services,Ireland,213.42B,35.52,325.19,-0.32%,1218471,81,213.42B,1.08%,13.90%,30.10%,28.90%,1.40,1.40,0.00,0.00,32.40%,13.50%,10.80%,Sep 23/b,325.19,-0.32%,1218471,35.52,32.11,3.01,4.22,10.68,21.31,28.93,7.30%,14.94%,10.60%,11.80%,6.10%,635.20M,632.18M,0.10%,-6.10%,72.80%,-0.53%,0.70%,2.47,1.79M,0.10%,-4.66%,4.37%,13.09%,44.14%,24.49%,1.65%,1.73%,-,1.79M,0.68,1.12,5.67,-2.16%,-1.52%,12.03%,-5.88%,53.07%,44.59,-0.47%,0.15%
81,1,82,ACNB,ACNB Corporation,Financial,Banks - Regional,USA,246.08M,8.28,28.35,-0.87%,7487,82,246.08M,3.53%,1.10%,11.50%,23.10%,-,-,0.00,0.00,-,85.20%,36.00%,-,28.35,-0.87%,7487,8.28,-,-,2.97,0.93,0.41,10.04,-36.60%,-,3.10%,-,16.70%,8.72M,8.40M,2.60%,7.91%,21.20%,-15.28%,0.49%,3.14,13.14K,0.78%,2.90%,1.47%,-1.25%,31.04%,13.48%,1.75%,1.83%,-,13.14K,0.57,0.11,0.57,1.61%,0.40%,1.04%,-15.91%,37.72%,54.36,-0.70%,-0.17%
82,2,83,ACOR,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,45.00M,-,4.08,-1.69%,76143,83,45.00M,-,-21.80%,-55.70%,-14.80%,1.70,1.30,0.90,0.90,69.50%,-70.30%,-86.90%,Aug 05/a,4.08,-1.69%,76143,-,-,-,0.30,0.21,-,-,64.30%,87.40%,-58.80%,29.00%,-20.90%,9.99M,9.32M,1.40%,0.00%,34.70%,2.05%,8.13%,0.73,1.04M,-12.07%,-8.52%,-3.32%,0.00%,5.84%,-1.46%,6.49%,5.67%,2.00,1.04M,0.07,0.58,0.25,-9.96%,-2.17%,-15.62%,-58.54%,24.77%,39.86,-0.73%,-0.96%
83,3,84,ACP,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,USA,193.90M,-,11.12,-0.18%,80351,84,193.90M,10.79%,-,-,-,-,-,-,-,-,-,-,-,11.12,-0.18%,80351,-,-,-,9.46,0.96,-,-,-,-,-,-,-,17.44M,-,-,-,32.99%,-,-,0.17,130.71K,0.18%,-2.63%,-0.54%,-2.69%,13.67%,6.33%,0.95%,1.10%,-,130.71K,0.61,-,0.12,-0.60%,-1.50%,-1.23%,-10.37%,24.11%,46.04,-0.36%,0.18%
